# Dipper literature coordinate list
# Literature search cutoff: 2026-07-16
# Coordinates are decimal degrees, ICRS/J2000-style as published; epochs are mixed and no proper-motion propagation was applied.
# One line per spatially deduplicated source/system (2.0 arcsec cross-paper radius, protected against merging two rows from the same paper).
# master_id | canonical_name | ra_deg | dec_deg | evidence_tier | explicit_dipper | core_yso | recommended_crossmatch | papers
DIP-02068 | TIC 436098606 / 2MASS J05350960+1001515 | 83.7900000000 | 10.0309722222 | automated_secondary_or_tentative | yes | yes | yes | cody2025 (2025)
DIP-02069 | NGTS 6863 | 83.7919206200 | -4.4609310200 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-02070 | ISOY_053510.07-051706.8 | 83.7919583300 | -5.2852222200 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02071 | ISOY_053510.19-052021.0 | 83.7924583300 | -5.3391666700 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02072 | Gaia DR3 3016942125730730496 | 83.7945721600 | -6.5709816400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02073 | Gaia DR3 3017238890792752640 | 83.7953412200 | -5.8301629700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02074 | Gaia DR3 3017360146320757888 | 83.7953702200 | -5.4668922300 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02075 | ISOY_053510.94-043957.6 | 83.7955833300 | -4.6660000000 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02076 | ISOY_053510.99-051521.8 | 83.7957916700 | -5.2560555600 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02077 | Gaia DR3 3016549114747982592 | 83.7959045700 | -6.7880045400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02078 | Gaia DR3 3017252428529514752 | 83.7964282400 | -5.6142260100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02079 | Gaia DR3 3016937933842713984 | 83.7972012700 | -6.6768261600 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02080 | Gaia DR3 3337887607077366272 | 83.7980177300 | 9.3587590700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02081 | TIC 436098573 | 83.8007629800 | 9.8847534800 | author_vetted_or_explicit | yes | yes | yes | capistrant2022 (2022); mas2026 (2026)
DIP-02082 | Gaia DR3 3337990828028611200 | 83.8012097700 | 9.9203201700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02083 | Gaia DR3 3209578899381500928 | 83.8019150100 | -4.7405379800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02084 | Gaia DR3 3209572405390981760 | 83.8021409300 | -4.8654537200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02085 | Gaia DR3 3017190752799316480 | 83.8034709200 | -5.9240027500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02086 | ONCvar 553 | 83.8043300000 | -5.5676550000 | author_vetted_or_explicit | yes | yes | yes | rice2015 (2015)
DIP-02087 | NGTS 19903 | 83.8067694600 | -5.5158434900 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-02088 | NGTS 21756 | 83.8071041300 | -5.6529663700 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-02089 | Gaia DR3 3017191646152505088 | 83.8085046200 | -5.8691787400 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023); mas2026 (2026)
DIP-02090 | TIC 427395634 | 83.8093102900 | -5.7215461600 | author_vetted_or_explicit | yes | yes | yes | capistrant2022 (2022); moulton2023 (2023)
DIP-02091 | Gaia DR3 3209547975617016448 | 83.8099363900 | -4.9228609800 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023); mas2026 (2026)
DIP-02092 | Gaia DR3 3017144538951245440 | 83.8106842900 | -6.2535657400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02093 | Gaia DR3 3339703381811785216 | 83.8117291400 | 10.3348778500 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02094 | ONCvar 600 | 83.8119920000 | -5.6348470000 | author_vetted_or_explicit | yes | yes | yes | rice2015 (2015)
DIP-02095 | Gaia DR3 3337993954764542976 | 83.8131056200 | 10.0185500800 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02096 | Gaia DR3 3209535125074880896 | 83.8135996400 | -5.0092954200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02097 | Gaia DR3 3209521381179732736 | 83.8138772400 | -5.2271871700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02098 | Gaia DR3 3017367121346099200 | 83.8143694600 | -5.2941651700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02099 | Gaia DR3 3017191199475908096 | 83.8147128300 | -5.8878377500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02100 | Gaia DR3 3209572508470187264 | 83.8157193700 | -4.8484455200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02101 | Gaia DR3 3209521209381041024 | 83.8164869100 | -5.2497045500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02102 | Gaia DR3 3337990518790730624 | 83.8169446400 | 9.8937380000 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02103 | Gaia DR3 3209637860692473728 | 83.8170670100 | -4.4917627400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02104 | Gaia DR3 3217570042515501312 | 83.8177037700 | -1.3306095200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02105 | Gaia DR3 3017367568022692480 | 83.8180415300 | -5.2605281300 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011); mas2026 (2026)
DIP-02106 | ISOY_053516.74-052020.0 | 83.8197500000 | -5.3388888900 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02107 | Gaia DR3 3017141098682670848 | 83.8203934100 | -6.3036042700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02108 | Gaia DR3 3209571580757261056 | 83.8231696500 | -4.8844085900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02109 | NGTS 25466 | 83.8235990400 | -5.9740066000 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-02110 | Gaia DR3 3016943740638432768 | 83.8236599100 | -6.5399752900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02111 | Gaia DR3 3016455866714010880 | 83.8237992100 | -7.3375641600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02112 | Gaia DR3 3016548775446352000 | 83.8246355500 | -6.8150052900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02113 | Gaia DR3 3209653253855231232 | 83.8248260300 | -4.3448207600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02114 | Gaia DR3 3333006604379888384 | 83.8249760100 | 6.1094256700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02115 | ISOY_053518.42-044000.2 | 83.8267500000 | -4.6667222200 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02116 | ISOY_053518.70-051801.8 | 83.8279166700 | -5.3005000000 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02117 | Gaia DR3 3215906348279952640 | 83.8293637500 | -3.6228850100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02118 | Gaia DR3 3215665177275916416 | 83.8294190200 | -4.1223203700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02119 | Gaia DR3 3337990553150462080 | 83.8297480900 | 9.9117735100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02120 | Gaia DR3 3017139350630769664 | 83.8306037000 | -6.4040458600 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02121 | Gaia DR3 3209579517856776832 | 83.8341622000 | -4.6928965400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02122 | TIC 427380721 | 83.8342015200 | -2.7899063200 | author_vetted_or_explicit | yes | yes | yes | capistrant2022 (2022); mas2026 (2026)
DIP-02123 | Gaia DR3 3017367293144787328 | 83.8350739500 | -5.2873326100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02124 | NGTS 22325 | 83.8386322900 | -5.7035225700 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-02125 | Gaia DR3 3016542659412930432 | 83.8388149100 | -6.9401136300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02126 | Gaia DR3 3337992026324077824 | 83.8389846100 | 9.9152553700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02127 | Gaia DR3 3017252943925579008 | 83.8401081000 | -5.5828865800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02128 | NGTS 20791 | 83.8402510400 | -5.5798479100 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-02129 | Gaia DR3 3017141034257936384 | 83.8406953000 | -6.3142410600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02130 | Gaia DR3 3209572916491595904 | 83.8410318600 | -4.8388096900 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02131 | NGTS 14779 | 83.8411253100 | -5.1171128400 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-02132 | NGTS 24283 | 83.8419176100 | -5.8768557000 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-02133 | Gaia DR3 3209571683836467584 | 83.8439031300 | -4.8769697000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02134 | NGTS 28331 | 83.8451278000 | -6.2014856200 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-02135 | Gaia DR3 3209576322401123200 | 83.8452002100 | -4.7782030700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02136 | Gaia DR3 3209632775451232768 | 83.8453602200 | -4.6280008400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02137 | ISOY_053523.98-052509.8 | 83.8499166700 | -5.4193888900 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02138 | ISOY_053524.14-044930.3 | 83.8505833300 | -4.8250833300 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02139 | Gaia DR3 3017359081168861952 | 83.8510247800 | -5.4992236400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02140 | Gaia DR3 3209527428493619584 | 83.8524954500 | -5.1915705800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02141 | NGTS 35521 | 83.8546012700 | -6.7989026300 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-02142 | Gaia DR3 3017189687647426048 | 83.8546634600 | -5.9609178900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02143 | Gaia DR3 3222728371252218496 | 83.8548188800 | 1.5391275100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02144 | Gaia DR3 3017253287522954880 | 83.8551763600 | -5.5558620100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02145 | Gaia DR3 3017253081364526720 | 83.8561126600 | -5.5673627900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02146 | ISOY_053525.51-054544.8 | 83.8562916700 | -5.7624444400 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02147 | Gaia DR3 3017359012449387136 | 83.8570231100 | -5.5105953200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02148 | Gaia DR3 3017139281911288576 | 83.8570973300 | -6.3886134100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02149 | NGTS 15414 | 83.8571762500 | -5.1636482000 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-02150 | Gaia DR3 3017359012449383424 | 83.8602395700 | -5.5045903100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02151 | ISOY_053526.73-051645.1 | 83.8613750000 | -5.2791944400 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02152 | Gaia DR3 3016549389625896192 | 83.8629207900 | -6.7634589700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02153 | Gaia DR3 3209528046968906112 | 83.8644737900 | -5.1622624600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02154 | Gaia DR3 3209571645181278976 | 83.8650170000 | -4.8720395700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02155 | Gaia DR3 3017189859446113024 | 83.8661143700 | -5.9430204400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02156 | Gaia DR3 3217555993678825856 | 83.8661397500 | -1.4580005700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02157 | Gaia DR3 3209572130513055104 | 83.8665979700 | -4.8441333200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02158 | NGTS 15454 | 83.8672712700 | -5.1703998400 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-02159 | Gaia DR3 3016944187315030912 | 83.8678668200 | -6.5061771700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02160 | Gaia DR3 3017366399791588480 | 83.8681546000 | -5.3064038200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02161 | Gaia DR3 3209535601812562176 | 83.8683360300 | -4.9686660800 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02162 | Gaia DR3 3209574776212894976 | 83.8693784900 | -4.7907266200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02163 | NGTS 12040 | 83.8697506300 | -4.8046282700 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-02164 | Gaia DR3 3017252256730807040 | 83.8704184800 | -5.5852294500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02165 | Gaia DR3 3337927365591904256 | 83.8707217900 | 9.5891431700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02166 | Gaia DR3 3209529112120792320 | 83.8709591100 | -5.1011185800 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011); mas2026 (2026)
DIP-02167 | Gaia DR3 3217354370733743488 | 83.8718365400 | -1.7288948400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02168 | Gaia DR3 3017245453502763520 | 83.8721336600 | -5.7606121100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02169 | Gaia DR3 3017142752244845056 | 83.8727654100 | -6.2740713000 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023); mas2026 (2026)
DIP-02170 | Gaia DR3 3217593411433878016 | 83.8756592800 | -1.3083431900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02171 | ISOY_053530.45-052811.3 | 83.8768750000 | -5.4698055600 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02172 | Gaia DR3 3216958580907419392 | 83.8773456400 | -2.0109372300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02173 | NGTS 24146 | 83.8775233900 | -5.8652285800 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-02174 | Gaia DR3 3209559486129350912 | 83.8787426100 | -4.9216555200 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023); mas2026 (2026)
DIP-02175 | Gaia DR3 3017246449935171200 | 83.8788804900 | -5.7181583100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02176 | TIC 427395473 / 2MASS J05353136-0533088 | 83.8806666667 | -5.5524444444 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023); cody2025 (2025)
DIP-02177 | Gaia DR3 3016940064146486016 | 83.8828849300 | -6.6070631000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02178 | ONCvar 929 | 83.8830810000 | -5.5299460000 | author_vetted_or_explicit | yes | yes | yes | rice2015 (2015)
DIP-02179 | Gaia DR3 3017373787135305472 | 83.8840811300 | -5.1994465400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02180 | ZTF18acpszwx | 83.8860110000 | 22.0019020000 | automated_catalog | yes | yes | yes | zhang2024 (2024)
DIP-02181 | Gaia DR3 3017190306122700672 | 83.8918216800 | -5.9183072200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02182 | ISOY_053534.41-051838.6 | 83.8933750000 | -5.3107222200 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02183 | Gaia DR3 3217593789390994560 | 83.8934580000 | -1.2956829800 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02184 | Gaia DR3 3209578865021733760 | 83.8936440300 | -4.6724350900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02185 | Gaia DR3 3209585599530439168 | 83.8939713700 | -4.6349393800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02186 | ZTF17aaarvlo | 83.8950840000 | 2.4522470000 | automated_catalog | yes | yes | yes | zhang2024 (2024)
DIP-02187 | Gaia DR3 3339494238380814336 | 83.8951688400 | 10.0097162700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02188 | Gaia DR3 3334454828697446016 | 83.8953998100 | 7.9026188900 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02189 | Gaia DR3 3017362723299586304 | 83.8964642900 | -5.3565818100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02190 | Gaia DR3 3209575394688171008 | 83.8971686600 | -4.7389621200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02191 | NGTS 21744 | 83.8984852400 | -5.6523388400 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011); moulton2023 (2023)
DIP-02192 | Gaia DR3 3217556436058570624 | 83.8985259100 | -1.4305046200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02193 | Gaia DR3 3337938291988666368 | 83.8988619600 | 9.7431548500 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02194 | Gaia DR3 3337912590904421760 | 83.9016557600 | 9.4832249700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02195 | NGTS 13522 | 83.9017637300 | -5.0209518900 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011); moulton2023 (2023)
DIP-02196 | NGTS 14136 | 83.9027950900 | -5.0706628600 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-02197 | NGTS 15434 | 83.9030682900 | -5.1669582800 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-02198 | Gaia DR3 3209558283538660096 | 83.9059856700 | -4.9742059800 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02199 | NGTS 14731 | 83.9070912700 | -5.1090058300 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-02200 | Gaia DR3 3017146463096579072 | 83.9088037100 | -6.1979728800 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02201 | TIC 427397135 | 83.9103865800 | -4.6422938100 | author_vetted_or_explicit | yes | yes | yes | capistrant2022 (2022); mas2026 (2026)
DIP-02202 | NGTS 13195 | 83.9105132000 | -4.9947730500 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-02203 | Gaia DR3 3209527905231064320 | 83.9109477300 | -5.1657293900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02204 | Gaia DR3 3332986740155864704 | 83.9173765500 | 5.8687791700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02205 | Gaia DR3 3209586355444661504 | 83.9197728800 | -4.5917528200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02206 | Gaia DR3 3217773078505299200 | 83.9200864800 | -0.5820327800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02207 | TIC 436153664 | 83.9210000000 | 9.2221000000 | author_vetted_or_explicit | yes | yes | yes | capistrant2022 (2022)
DIP-02208 | Gaia DR3 3017142546086409856 | 83.9254279900 | -6.2724566000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02209 | TIC 436159171 | 83.9267000000 | 10.9433000000 | author_vetted_or_explicit | yes | yes | yes | capistrant2022 (2022)
DIP-02210 | Gaia DR3 3215671293309507584 | 83.9280151400 | -4.0977918100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
