event,field,program,star_id,classification,ef_classification,al_classification,ra,dec,ra_deg,dec_deg,t_0,t_eff,t_e,u_0,isource,ibase,icat,ctype,a_i,ogle_moa,related_event,extra_type
KMT-2021-BLG-0020,SAO14T0806,,020815,,clear,clear,17:32:21.97,-29:17:33.58,263.0915416667,-29.2926611111,9277.39397,,12.95,0.002,20.13,20.0,20.06,2.0,2.38,,,
KMT-2021-BLG-0021,BLG15K0104,,005209,,clear,probable,17:36:22.44,-26:16:18.80,264.0935,-26.2718888889,9281.84059,,9.83,0.432,19.13,19.1,19.1,2.0,3.11,,,
KMT-2021-BLG-0022,BLG15K0404,,053365,,clear,probable,17:34:40.71,-26:18:27.65,263.669625,-26.3076805556,9282.77991,,18.14,0.041,20.87,20.0,21.53,2.0,2.79,,,
KMT-2021-BLG-0023,BLG15N0401,,000701,,clear,probable,17:39:19.38,-27:43:54.95,264.83075,-27.7319305556,9281.85972,,35.29,0.172,18.51,16.13,16.13,2.0,2.79,,,
KMT-2021-BLG-0024,BLG15N0405,,004309,,clear,probable,17:39:22.43,-27:17:56.87,264.8434583333,-27.2991305556,9274.71985,,45.54,0.186,19.28,17.71,17.71,2.0,2.61,,,
KMT-2021-BLG-0025,BLG16M0106,,002429,,clear,probable,17:41:09.19,-23:53:08.84,265.2882916667,-23.8857888889,9275.99909,,31.41,0.219,17.09,17.14,17.14,2.0,1.71,,,
KMT-2021-BLG-0026,BLG16M0706,,007450,,clear,clear,17:38:03.82,-23:53:33.00,264.5159166667,-23.8925,9285.00065,,27.75,0.192,20.38,18.77,18.77,2.0,1.62,,,
KMT-2021-BLG-0027,BLG16M0706,,025201,,clear,probable,17:37:44.26,-23:56:42.58,264.4344166667,-23.9451611111,9281.96388,,14.19,0.135,19.94,19.85,19.85,2.0,1.65,,,
KMT-2021-BLG-0028,BLG16N0205,,006139,,clear,probable,17:40:38.48,-25:10:14.81,265.1603333333,-25.1707805556,9277.98625,,19.26,0.401,19.34,18.26,18.26,1.0,2.5,,,
KMT-2021-BLG-0029,SAO18T0802,,016928,,clear,probable,17:41:53.54,-27:39:55.73,265.4730833333,-27.6654805556,9280.22822,,17.1,0.08,19.92,19.83,19.83,2.0,3.67,,,
KMT-2021-BLG-0030,BLG19M0604,,002964,,clear,clear,17:47:31.40,-24:08:31.49,266.8808333333,-24.1420805556,9297.12671,,31.19,0.056,17.15,17.16,17.16,2.0,2.39,,,
KMT-2021-BLG-0031,SAO20T0202,,006241,,clear,probable,17:44:58.10,-23:23:00.38,266.2420833333,-23.3834388889,9280.50746,,43.63,0.395,17.77,17.83,17.83,1.0,1.59,,,
KMT-2021-BLG-0032,BLG21T0806,,043037,,X,not-ulens,17:49:29.78,-35:44:16.19,267.3740833333,-35.7378305556,9341.56975,,1.45,0.72,19.15,19.83,19.83,1.0,0.95,,,
KMT-2021-BLG-0033,SAO21T0808,,003475,,clear,possible,17:49:48.54,-35:30:08.39,267.45225,-35.5023305556,9278.2998,,29.59,0.47,18.3,17.06,17.06,1.0,0.89,,,
KMT-2021-BLG-0034,BLG22K0402,,017257,,clear,clear,17:52:19.49,-32:57:06.98,268.0812083333,-32.9519388889,9286.65557,,19.96,0.22,19.53,18.95,18.95,1.0,1.71,,,
KMT-2021-BLG-0035,BLG22N0506,,032092,,clear,clear,17:56:41.58,-33:37:53.29,269.17325,-33.6314694444,9294.03544,,34.67,0.073,19.61,19.3,19.3,1.0,1.03,,,
KMT-2021-BLG-0036,SAO22T0507,,003484,,clear,clear,17:51:18.99,-33:26:47.65,267.829125,-33.4465694444,9286.82223,,21.1,0.09,18.63,17.29,17.29,2.0,1.69,,MB21026,
KMT-2021-BLG-0037,SSO31T0202,,005217,,clear,probable,18:12:36.68,-26:44:32.71,273.1528333333,-26.7424194444,9286.65824,,9.83,0.147,17.23,17.26,17.26,1.0,0.99,,MB21014,
KMT-2021-BLG-0038,BLG32K0307,,013460,,clear,probable,18:09:32.78,-27:02:15.40,272.3865833333,-27.0376111111,9282.05426,,26.33,0.136,19.34,18.51,18.51,1.0,1.29,,,
KMT-2021-BLG-0039,BLG32N0802,,002548,,clear,probable,18:11:43.50,-28:52:04.12,272.93125,-28.8678111111,9287.70782,,12.0,0.579,16.75,16.31,16.31,1.0,0.56,,MB21017,
KMT-2021-BLG-0040,SAO34K0207,,000224,,clear,clear,18:03:11.34,-31:17:04.60,270.79725,-31.2846111111,9305.33091,,23.99,0.347,14.06,14.01,14.01,1.0,1.2,,,
KMT-2021-BLG-0041,SAO34K0704,,017128,,clear,possible,18:00:01.20,-31:37:38.39,270.005,-31.6273305556,9281.67538,,19.61,0.65,18.85,18.87,18.87,1.0,1.39,,,
KMT-2021-BLG-0042,BLG35K0203,,001426,,X,possible,18:03:26.53,-25:26:37.86,270.8605416667,-25.44385,9454.87063,,90.92,0.997,17.55,16.81,16.81,2.0,2.86,,,
KMT-2021-BLG-0043,SAO35T0408,,001368,,clear,probable,18:02:19.49,-25:59:54.46,270.5812083333,-25.9984611111,9283.09231,,199.93,0.056,19.3,17.67,17.67,2.0,3.68,,,
KMT-2021-BLG-0044,BLG38K0101,,000029,,clear,probable,17:54:26.46,-22:26:57.91,268.61025,-22.4494194444,9285.30786,,12.06,0.69,14.62,13.11,13.11,4.0,2.66,,,
KMT-2021-BLG-0045,BLG41K0404,,018029,,clear,probable,17:51:59.14,-30:47:51.11,267.9964166667,-30.7975305556,9281.64009,,21.09,0.312,18.7,18.67,18.67,1.0,2.23,,,
KMT-2021-BLG-0046,SAO41N0601,,002982,,X,not-ulens,17:55:33.57,-32:15:57.31,268.889875,-32.2659194444,9429.9795,,3.89,0.931,18.39,16.58,16.58,1.0,1.7,,,
KMT-2021-BLG-0047,BLG42M0207,,066877,,clear,probable,17:58:03.65,-28:14:48.59,269.5152083333,-28.2468305556,9275.30057,,4.62,0.003,19.25,19.75,19.75,1.0,2.03,,,
KMT-2021-BLG-0048,BLG01N0301,,003627,,clear,clear,17:57:45.65,-32:08:19.28,269.4402083333,-32.1386888889,9301.93682,,37.88,0.385,16.7,16.88,16.88,1.0,1.45,,MB21020,
KMT-2021-BLG-0049,BLG02M0402,,010705,,clear,clear,17:57:08.97,-28:47:04.20,269.287375,-28.7845,9293.55339,,14.18,0.404,18.1,17.62,17.62,1.0,1.71,,MB21043,
KMT-2021-BLG-0050,BLG02M0508,,030045,,clear,probable,17:56:31.13,-28:01:50.81,269.1297083333,-28.0307805556,9282.26046,,25.29,0.494,19.14,19.16,19.16,1.0,1.83,,,
KMT-2021-BLG-0051,BLG02M0708,,008102,,clear,probable,17:55:37.50,-28:01:38.82,268.90625,-28.02745,9286.89108,,36.14,0.107,20.27,18.63,18.63,2.0,2.94,,,
KMT-2021-BLG-0052,BLG02N0308,,013599,,clear,probable,17:57:51.91,-29:05:55.39,269.4662916667,-29.0987194444,9287.42464,,8.36,0.354,18.97,17.95,17.95,1.0,1.41,,,
KMT-2021-BLG-0053,BLG02T0608,,010061,,clear,probable,17:51:00.30,-29:08:26.48,267.75125,-29.1406888889,9284.75401,,2.88,0.052,18.92,18.83,18.83,1.0,4.44,,,
KMT-2021-BLG-0054,BLG11T0304,,011884,,X,probable,17:25:52.84,-30:36:08.39,261.4701666667,-30.6023305556,9284.84904,,4.82,0.275,19.92,20.0,20.32,2.0,3.1,,,
KMT-2021-BLG-0055,BLG14K0401,,007962,,clear,probable,17:34:40.10,-28:45:34.52,263.6670833333,-28.7595888889,9297.74735,,42.44,0.549,19.12,19.12,19.12,2.0,3.32,,,
KMT-2021-BLG-0056,BLG14M0102,,003140,,X,not-ulens,17:41:24.65,-28:37:05.99,265.3527083333,-28.6183305556,9284.99493,,65.52,0.836,19.21,19.17,19.17,2.0,5.45,,,
KMT-2021-BLG-0057,BLG14T0303,,006585,,clear,clear,17:35:03.39,-29:41:17.34,263.764125,-29.68815,9313.9529,,41.17,0.23,18.48,18.43,18.43,2.0,2.89,,,
KMT-2021-BLG-0058,BLG15M0201,,000148,,clear,clear,17:40:29.84,-26:37:09.16,265.1243333333,-26.6192111111,9348.35571,,125.34,0.311,15.26,15.27,15.27,2.0,3.08,,,
KMT-2021-BLG-0059,BLG15T0106,,041928,,clear,clear,17:36:25.43,-27:09:23.29,264.1059583333,-27.1564694444,9286.94456,,35.51,0.129,20.57,20.0,20.04,1.0,2.49,,,
KMT-2021-BLG-0060,BLG15T0606,,008940,,clear,clear,17:33:25.94,-27:11:46.28,263.3580833333,-27.1961888889,9291.75329,,24.27,0.324,19.71,19.7,19.7,2.0,2.57,,,
KMT-2021-BLG-0061,BLG17N0208,,066788,,clear,probable,17:48:34.48,-33:23:37.00,267.1436666667,-33.3936111111,9285.31415,,20.78,0.024,21.52,20.0,20.67,1.0,1.73,,,
KMT-2021-BLG-0062,BLG17T0406,,077893,,clear,probable,17:42:37.47,-33:38:32.86,265.656125,-33.6424611111,9288.39264,,18.29,0.284,20.69,20.0,21.89,2.0,2.63,,,
KMT-2021-BLG-0063,BLG18K0703,,047648,,clear,clear,17:42:21.30,-26:19:42.67,265.58875,-26.3285194444,9289.61163,,13.3,0.064,20.68,20.0,21.04,2.0,2.99,,,
KMT-2021-BLG-0064,BLG18T0407,,053267,,clear,possible,17:43:46.15,-26:55:58.40,265.9422916667,-26.9328888889,9425.95565,,0.5,0.09,19.5,20.0,21.61,2.0,3.19,,,
KMT-2021-BLG-0065,BLG19K0708,,048344,,clear,clear,17:42:17.05,-23:40:02.60,265.5710416667,-23.6673888889,9289.52843,,22.09,0.203,20.82,20.0,20.66,1.0,2.05,,,
KMT-2021-BLG-0066,BLG19T0605,,030003,,clear,probable,17:42:59.43,-25:13:11.10,265.747625,-25.21975,9284.58723,,9.15,0.197,20.59,19.95,19.95,1.0,2.65,,,
KMT-2021-BLG-0067,BLG20K0403,,000084,,clear,clear,17:44:13.42,-22:07:05.66,266.0559166667,-22.1182388889,9307.19306,,18.05,0.4,14.67,14.04,14.04,4.0,1.73,,,
KMT-2021-BLG-0068,SSO20N0206,,002755,,clear,clear,17:49:42.19,-22:51:39.49,267.4257916667,-22.8609694444,9285.24912,,31.04,0.083,18.33,16.94,16.94,1.0,2.15,,,
KMT-2021-BLG-0069,SAO20N0508,,058540,,clear,clear,17:48:06.93,-22:42:56.70,267.028875,-22.71575,9289.57708,,24.58,0.118,20.1,20.0,20.53,1.0,1.7,,,
KMT-2021-BLG-0070,BLG22M0401,,012853,,clear,clear,17:57:33.69,-33:04:41.81,269.390375,-33.0782805556,9305.00111,,44.66,0.502,18.83,18.53,18.53,1.0,1.26,,,
KMT-2021-BLG-0071,BLG22N0308,,060709,,clear,clear,17:57:36.40,-33:20:02.29,269.4016666667,-33.3339694444,9288.21955,,48.9,0.052,21.89,20.0,20.55,1.0,1.21,,,
KMT-2021-BLG-0072,SAO32K0705,,029148,,clear,probable,18:07:24.10,-27:22:35.51,271.8504166667,-27.3765305556,9292.29886,,74.22,0.024,18.46,18.79,18.79,1.0,0.98,,MB21004,
KMT-2021-BLG-0073,BLG32M0402,,006934,,clear,clear,18:13:58.58,-27:44:17.92,273.4940833333,-27.7383111111,9299.92811,,15.83,0.226,17.85,17.44,17.44,1.0,0.52,,MB21036,
KMT-2021-BLG-0074,SAO34K0108,,007767,,clear,clear,18:03:21.99,-31:11:35.92,270.841625,-31.1933111111,9286.40309,,29.19,0.098,19.88,18.28,18.28,1.0,1.27,,MB21028,
KMT-2021-BLG-0075,SAO35T0104,,037191,,X,probable,18:03:56.23,-26:24:18.58,270.9842916667,-26.4051611111,9279.21198,,6.02,0.399,19.96,20.0,20.96,2.0,2.94,,,
KMT-2021-BLG-0076,SSO35T0202,,085819,,clear,clear,18:03:24.69,-26:43:35.15,270.852875,-26.7264305556,9281.86016,,31.45,0.048,20.6,20.0,25.0,3.0,2.02,,,
KMT-2021-BLG-0077,BLG37N0708,,030196,,clear,clear,17:45:51.89,-35:27:41.18,266.4662083333,-35.4614388889,9298.79235,,32.15,0.078,19.58,19.33,19.33,1.0,1.24,,,
KMT-2021-BLG-0078,BLG41N0101,,010242,,clear,clear,17:58:28.45,-32:15:12.31,269.6185416667,-32.2534194444,9302.22591,,73.44,0.116,18.91,18.48,18.48,1.0,1.44,,MB21042,
KMT-2021-BLG-0079,BLG42N0408,,054447,,clear,clear,17:56:46.97,-29:15:39.89,269.1957083333,-29.2610805556,9303.38254,,200.0,0.026,20.75,19.53,19.53,1.0,1.73,,MB21041,
KMT-2021-BLG-0080,SAO42T0304,,004811,,clear,clear,17:52:18.99,-29:47:09.10,268.079125,-29.7858611111,9292.9223,,4.31,0.604,16.44,16.43,16.43,1.0,2.25,,MB21040,
KMT-2021-BLG-0081,BLG42T0404,,034205,,clear,probable,17:51:47.74,-29:43:50.99,267.9489166667,-29.7308305556,9282.64487,,13.62,0.412,19.04,19.28,19.28,1.0,2.72,,,
KMT-2021-BLG-0082,SSO43K0202,,005401,,X,possible,18:00:48.61,-27:49:06.60,270.2025416667,-27.8185,9287.75151,,8.32,0.987,17.28,16.64,16.64,1.0,1.67,,,
KMT-2021-BLG-0083,SSO43K0207,,084951,,clear,probable,18:00:32.43,-27:09:20.30,270.135125,-27.1556388889,9282.03171,,44.95,0.048,21.78,20.0,20.66,1.0,1.91,,,
KMT-2021-BLG-0084,SSO43K0405,,008091,,clear,clear,17:59:46.05,-27:25:20.71,269.941875,-27.4224194444,9287.19595,,14.92,0.009,19.91,17.54,17.54,1.0,2.15,,MB21021,
KMT-2021-BLG-0085,BLG43K0502,,068963,,clear,probable,17:59:06.41,-27:52:21.68,269.7767083333,-27.8726888889,9283.71275,,199.16,0.027,23.8,20.0,20.23,1.0,2.03,,,
KMT-2021-BLG-0086,SSO43K0607,,038447,,clear,clear,17:58:36.36,-27:10:44.33,269.6515,-27.1789805556,9288.29255,,10.9,0.127,20.24,20.0,20.62,2.0,2.85,,,
KMT-2021-BLG-0087,BLG43M0108,,002068,,clear,clear,18:06:00.94,-27:07:17.62,271.5039166667,-27.1215611111,9302.46651,,32.78,0.836,15.47,15.5,15.5,1.0,1.1,,,
KMT-2021-BLG-0088,BLG43M0207,,015725,,clear,probable,18:05:27.69,-27:14:01.39,271.365375,-27.2337194444,9286.15297,,71.23,0.06,22.02,18.06,18.06,1.0,1.01,,,
KMT-2021-BLG-0089,SSO43N0704,,001758,,clear,clear,18:02:37.59,-28:42:07.70,270.656625,-28.7021388889,9312.25623,,29.91,0.424,15.67,15.28,15.28,1.0,1.0,,MB21023,
KMT-2021-BLG-0090,BLG43T0307,,072948,,clear,probable,18:00:22.74,-28:21:50.80,270.09475,-28.3641111111,9287.57334,,78.5,0.02,21.84,19.57,19.57,1.0,1.2,,,
KMT-2021-BLG-0091,SSO43T0503,,083880,,X,not-ulens,17:59:09.90,-28:45:47.70,269.79125,-28.76325,9412.42278,,3.83,0.586,18.42,19.57,19.57,1.0,1.24,,,
KMT-2021-BLG-0092,BLG01M0401,,086501,,clear,clear,17:57:03.79,-31:02:33.00,269.2657916667,-31.0425,9297.92169,,19.21,0.025,21.39,20.0,20.52,1.0,1.12,,MB21055,
KMT-2021-BLG-0093,BLG01N0705,,018846,,clear,probable,17:55:32.16,-31:36:19.91,268.884,-31.6055305556,9300.67203,,23.35,0.088,19.69,18.62,18.62,1.0,1.36,,,
KMT-2021-BLG-0094,BLG01T0203,,003798,,clear,clear,17:53:15.01,-31:52:24.71,268.3125416667,-31.8735305556,9347.52799,,49.27,0.318,16.51,16.58,16.58,1.0,1.78,,,
KMT-2021-BLG-0095,BLG01T0306,,065424,,clear,probable,17:52:37.57,-31:28:09.52,268.1565416667,-31.4693111111,9289.53202,,22.24,0.18,21.68,20.0,20.71,1.0,2.37,,,
KMT-2021-BLG-0096,BLG02M0402,,050708,,clear,clear,17:57:12.93,-28:45:43.42,269.303875,-28.7620611111,9316.71491,,78.4,0.204,19.43,19.33,19.33,1.0,1.71,,MB21061,
KMT-2021-BLG-0097,SAO03N0307,,040201,,clear,probable,18:05:19.23,-28:14:23.39,271.330125,-28.2398305556,9293.81097,,15.01,0.518,18.79,18.77,18.77,1.0,0.81,,,
KMT-2021-BLG-0098,BLG04K0702,,057850,,clear,clear,18:00:00.85,-29:45:12.89,270.0035416667,-29.7535805556,9300.15387,,42.89,0.017,20.23,19.43,19.43,1.0,1.24,,,
KMT-2021-BLG-0099,BLG04K0703,,012017,,clear,clear,18:00:11.60,-29:43:54.30,270.0483333333,-29.73175,9315.67061,,41.76,0.015,18.65,17.92,17.92,1.0,1.3,,MB21051,
KMT-2021-BLG-0100,BLG11K0604,,006653,,clear,clear,17:24:15.64,-29:29:27.38,261.0651666667,-29.4909388889,9289.35675,,20.11,0.068,21.61,18.0,18.0,1.0,1.69,,,
KMT-2021-BLG-0101,BLG11T0806,,028340,,clear,possible,17:22:51.06,-30:20:54.67,260.71275,-30.3485194444,9302.18575,,46.78,0.281,20.42,20.0,20.81,2.0,2.26,,,
KMT-2021-BLG-0102,BLG12T0506,,005490,,X,clear,17:24:59.27,-28:11:30.80,261.2469583333,-28.1918888889,9287.6047,,19.06,0.067,21.57,18.83,18.83,4.0,1.81,,,
KMT-2021-BLG-0103,BLG14N0607,,011693,,clear,clear,17:38:40.52,-29:09:13.93,264.6688333333,-29.1538694444,9293.93691,,13.66,0.253,19.87,19.87,19.87,2.0,4.42,,,
KMT-2021-BLG-0104,BLG14T0203,,093291,,clear,clear,17:35:43.24,-29:37:38.68,263.9301666667,-29.6274111111,9308.41704,,81.35,0.018,21.64,20.0,21.96,2.0,3.04,,,
KMT-2021-BLG-0105,BLG15M0803,,015244,,clear,probable,17:37:07.52,-26:21:30.49,264.2813333333,-26.3584694444,9296.75747,,22.89,0.067,19.83,20.0,20.15,2.0,2.82,,MB21050,
KMT-2021-BLG-0106,BLG15N0204,,005840,,clear,clear,17:40:40.55,-27:23:14.32,265.1689583333,-27.3873111111,9302.33074,,11.24,0.625,18.24,18.28,18.28,2.0,3.22,,,
KMT-2021-BLG-0107,BLG15N0305,,065161,,clear,clear,17:40:07.26,-27:19:53.65,265.03025,-27.3315694444,9303.33145,,47.26,0.098,21.21,20.0,21.3,2.0,3.04,,,
KMT-2021-BLG-0108,BLG16M0103,,003624,,clear,clear,17:41:11.43,-24:19:13.58,265.297625,-24.3204388889,9322.72839,,21.68,0.434,17.06,17.05,17.05,1.0,1.56,,,
KMT-2021-BLG-0109,BLG16T0608,,017337,,clear,probable,17:33:48.80,-24:44:56.00,263.4533333333,-24.7488888889,9296.70365,,7.58,0.431,20.12,20.0,21.01,2.0,3.07,,,
KMT-2021-BLG-0110,SAO17K0402,,006305,,clear,clear,17:42:19.09,-33:00:35.86,265.5795416667,-33.0099611111,9314.30114,,41.94,0.629,18.78,18.79,18.79,2.0,3.24,,,
KMT-2021-BLG-0111,BLG17T0101,,005431,,clear,clear,17:44:28.22,-34:14:53.81,266.1175833333,-34.2482805556,9323.85763,,26.43,0.24,17.35,17.23,17.23,1.0,1.73,,MB21065,
KMT-2021-BLG-0112,BLG17T0607,,030917,,X,possible,17:41:15.37,-33:30:00.68,265.3140416667,-33.5001888889,9295.6317,,9.28,0.906,19.94,20.0,20.78,3.0,2.88,,,
KMT-2021-BLG-0113,BLG18M0501,,000120,,X,not-ulens,17:47:59.47,-26:38:32.78,266.9977916667,-26.6424388889,9398.17289,,200.0,0.691,15.71,15.35,15.35,2.0,4.83,,,
KMT-2021-BLG-0114,SAO18T0704,,000647,,clear,clear,17:42:20.58,-27:20:27.42,265.58575,-27.34095,9330.30257,,52.36,0.695,16.54,16.55,16.55,2.0,3.73,,,
KMT-2021-BLG-0115,BLG19T0207,,014958,,clear,clear,17:45:06.05,-24:53:25.87,266.2752083333,-24.8905194444,9303.03235,,15.31,0.223,19.99,20.0,20.14,2.0,2.99,,,
KMT-2021-BLG-0116,BLG19T0805,,032167,,clear,clear,17:41:30.46,-25:09:11.02,265.3769166667,-25.1530611111,9298.66491,,20.62,0.271,20.11,19.91,19.91,1.0,2.62,,,
KMT-2021-BLG-0117,BLG22K0806,,002064,,clear,clear,17:49:41.74,-32:33:26.46,267.4239166667,-32.55735,9323.19897,,36.91,0.476,17.44,17.46,17.46,2.0,2.5,,,
KMT-2021-BLG-0118,BLG32M0105,,021757,,clear,probable,18:15:49.05,-27:22:12.11,273.954375,-27.3700305556,9294.14791,,13.85,0.399,18.6,18.7,18.7,1.0,0.62,,,
KMT-2021-BLG-0119,BLG33M0402,,015685,,clear,clear,18:16:00.13,-29:44:38.00,274.0005416667,-29.7438888889,9305.93505,,61.43,0.067,19.45,18.83,18.83,1.0,0.38,,,
KMT-2021-BLG-0120,BLG35N0405,,002121,,clear,clear,18:07:00.22,-26:20:24.29,271.7509166667,-26.3400805556,9329.19102,,43.61,0.442,16.13,16.16,16.16,1.0,1.63,,MB21060,
KMT-2021-BLG-0121,BLG35T0505,,009452,,clear,probable,18:01:44.45,-26:18:09.65,270.4352083333,-26.3026805556,9295.07957,,9.56,0.829,19.16,19.14,19.14,2.0,2.8,,,
KMT-2021-BLG-0122,BLG37N0407,,043603,,clear,clear,17:47:30.20,-35:35:16.19,266.8758333333,-35.5878305556,9300.76045,,28.41,0.209,19.97,19.93,19.93,1.0,0.99,,,
KMT-2021-BLG-0123,BLG41K0103,,023181,,clear,probable,17:53:31.98,-30:53:29.29,268.38325,-30.8914694444,9294.08941,,16.06,0.164,20.17,18.97,18.97,1.0,1.93,,MB21038,
KMT-2021-BLG-0124,BLG41K0805,,002278,,clear,clear,17:49:28.80,-30:38:05.21,267.37,-30.6347805556,9337.04317,,42.53,0.243,16.62,16.57,16.57,1.0,3.34,,,
KMT-2021-BLG-0125,BLG42K0704,,008751,,clear,clear,17:50:31.37,-28:36:11.56,267.6307083333,-28.6032111111,9319.89158,,73.34,0.007,20.12,20.0,20.27,2.0,6.45,,,
KMT-2021-BLG-0126,BLG42M0301,,004987,,clear,clear,17:57:19.41,-28:57:53.50,269.330875,-28.9648611111,9297.07635,,109.46,0.028,20.85,16.27,16.27,1.0,1.53,,,
KMT-2021-BLG-0127,BLG42M0601,,031477,,clear,clear,17:55:44.88,-29:04:40.44,268.937,-29.0779,9307.38562,,54.05,0.098,19.49,19.23,19.23,2.0,1.62,,MB21052,
KMT-2021-BLG-0128,BLG42N0403,,071732,,clear,clear,17:56:56.28,-29:52:26.11,269.2345,-29.8739194444,9296.44177,,191.98,0.013,22.67,20.0,20.14,1.0,2.01,,,
KMT-2021-BLG-0129,BLG42N0507,,078225,,clear,probable,17:56:08.04,-29:26:32.71,269.0335,-29.4424194444,9288.44411,,30.85,0.084,22.08,19.9,19.9,1.0,1.9,,,
KMT-2021-BLG-0130,SAO43K0702,,014717,,clear,clear,17:57:44.43,-27:48:54.58,269.435125,-27.8151611111,9318.37845,,48.76,0.199,19.16,19.14,19.14,2.0,2.81,,MB21067,
KMT-2021-BLG-0131,BLG43T0401,,022061,,clear,clear,17:59:49.99,-29:06:47.02,269.9582916667,-29.1130611111,9316.78303,,64.07,0.042,18.45,18.12,18.12,1.0,0.99,,MB21047,
KMT-2021-BLG-0132,BLG01K0305,,016291,,clear,clear,17:52:40.41,-30:31:44.80,268.168375,-30.5291111111,9300.26104,,4.07,0.312,18.66,18.73,18.73,1.0,2.49,,,
KMT-2021-BLG-0133,BLG04M0406,,014702,,clear,clear,18:06:47.80,-29:14:57.98,271.6991666667,-29.2494388889,9302.95117,,17.11,0.131,19.93,18.3,18.3,1.0,0.93,,,
KMT-2021-BLG-0134,BLG11K0404,,064298,,X,clear,17:25:17.80,-29:31:03.40,261.3241666667,-29.5176111111,9298.57483,,13.66,0.022,21.31,20.0,20.55,1.0,1.82,,,
KMT-2021-BLG-0135,BLG12N0308,,036848,,clear,probable,17:30:39.23,-27:58:18.88,262.6634583333,-27.9719111111,9300.63219,,10.74,0.018,20.11,20.0,20.42,2.0,1.94,,,
KMT-2021-BLG-0136,BLG13N0203,,045413,,clear,clear,17:38:45.73,-35:08:45.56,264.6905416667,-35.1459888889,9296.8708,,17.65,0.038,22.41,20.0,20.91,2.0,2.3,,,
KMT-2021-BLG-0137,BLG14T0708,,106382,,clear,clear,17:32:58.99,-28:58:14.74,263.2457916667,-28.9707611111,9304.94969,,65.17,0.034,21.69,20.0,25.0,3.0,3.08,,,
KMT-2021-BLG-0138,BLG15K0201,,003588,,clear,possible,17:35:42.03,-26:37:45.91,263.925125,-26.6294194444,9310.46105,,31.99,0.944,17.86,17.81,17.81,2.0,2.52,,,
KMT-2021-BLG-0139,BLG16N0605,,003106,,clear,clear,17:38:33.11,-25:13:15.67,264.6379583333,-25.2210194444,9306.26972,,199.91,0.018,22.28,18.77,18.77,2.0,3.8,,,
KMT-2021-BLG-0140,BLG17M0303,,026772,,X,not-ulens,17:48:08.84,-32:49:22.91,267.0368333333,-32.8230305556,9301.11565,,20.48,0.2,20.99,20.0,20.56,2.0,2.56,,,
KMT-2021-BLG-0141,BLG18K0706,,059645,,clear,clear,17:42:02.15,-26:02:14.53,265.5089583333,-26.0373694444,9289.83353,,9.19,0.026,20.58,20.0,21.32,2.0,2.89,,,
KMT-2021-BLG-0142,BLG20M0206,,010635,,clear,clear,17:49:46.47,-21:50:13.85,267.443625,-21.8371805556,9303.35517,,53.47,0.186,21.09,19.73,19.73,4.0,2.88,,,
KMT-2021-BLG-0143,SAO32M0806,,030074,,clear,probable,18:11:23.83,-27:09:32.80,272.8492916667,-27.1591111111,9294.1304,,24.11,0.014,18.94,18.91,18.91,1.0,0.91,,MB21033,
KMT-2021-BLG-0144,BLG41K0706,,061093,,clear,probable,17:50:00.45,-30:32:18.60,267.501875,-30.5385,9297.70289,,6.52,0.235,20.97,20.0,20.54,1.0,2.77,,,
KMT-2021-BLG-0145,BLG41N0101,,004969,,clear,clear,17:58:32.78,-32:17:45.49,269.6365833333,-32.2959694444,9307.12059,,14.43,1.0,17.95,17.62,17.62,1.0,1.38,,,
KMT-2021-BLG-0146,BLG41T0405,,046490,,X,probable,17:51:58.11,-31:42:55.91,267.992125,-31.7155305556,9297.76169,,44.83,0.015,23.4,20.0,20.59,1.0,2.64,,,
KMT-2021-BLG-0147,BLG42N0405,,003009,,clear,clear,17:56:53.96,-29:36:45.61,269.2248333333,-29.6126694444,9359.27912,,39.0,0.325,15.96,15.93,15.93,1.0,1.55,,MB21085,
KMT-2021-BLG-0148,SAO43T0303,,027935,,clear,clear,18:00:20.23,-28:45:47.41,270.0842916667,-28.7631694444,9308.83433,,200.0,0.098,19.95,18.36,18.36,1.0,1.08,,MB21031,
KMT-2021-BLG-0149,SAO01T0206,,035394,,clear,clear,17:53:12.92,-31:33:28.40,268.3038333333,-31.5578888889,9292.77182,,10.05,0.002,20.65,19.76,19.76,1.0,2.12,,MB21039,
KMT-2021-BLG-0150,BLG12N0204,,013702,,clear,probable,17:31:33.26,-28:26:26.63,262.8885833333,-28.4407305556,9299.88358,,19.99,0.3,20.01,19.56,19.56,2.0,2.47,,,
KMT-2021-BLG-0151,BLG13K0106,,014337,,clear,clear,17:34:21.23,-33:32:30.05,263.5884583333,-33.5416805556,9305.71759,,56.3,0.474,20.26,20.0,20.65,2.0,4.79,,,
KMT-2021-BLG-0152,BLG14T0805,,010238,,clear,clear,17:32:07.74,-29:19:38.86,263.03225,-29.3274611111,9306.35739,,32.06,0.018,19.42,19.23,19.23,2.0,2.46,,,
KMT-2021-BLG-0153,BLG15M0103,,032855,,clear,clear,17:41:11.71,-26:21:12.17,265.2987916667,-26.3533805556,9289.99115,,15.77,0.2,21.11,20.0,20.97,2.0,3.03,,,
KMT-2021-BLG-0154,BLG15T0608,,002274,,clear,clear,17:33:38.67,-26:51:49.50,263.411125,-26.86375,9309.55188,,10.43,0.794,17.4,17.4,17.4,2.0,2.44,,MB21070,
